INDORE,BAPAT HOSPITAL,AHD 30 SUKLIA,452010
CHENNAI,BAPPU CLINIC AND NURSING HOME,"#46, KALAINGAR NEDUNCHALAI,NEW PERUNGALATHUR",600063
SONITPUR,BAPTIST CHRISTIAN HOSPITAL,"MISSION CHARIALI, 4 CORPS ARMY BATTALION, TEZPUR ",784001
HYDERABAD,BAPUJI MATERNITY &  NURSING HOME,"7-44,BAPUJI NAGAR,NEAR HMT NAGAR BUS STOP, NACHARAM",500076
TUMKUR,BAPUJI NURSING HOME,"1ST CROSS, SOMESHWAR PURAM,",572102
MUMBAI,BARADKAR HOSPITAL & MATERNITY HOME,"14,A-3,MEERA QUEEN,OPP LAXMI CARS,W.E.HIGHWAY,KASHIMIRA,THANE",401107
AMRAVATI,BARDIA HOSPITAL,OPP ST STAND PARATWADA,444805
FARIDABAD,BAREJA HOSPITAL,"MAIN ROAD, FATEHPUR BILLOCH, NEAR BUS STAND, BALLABGARH",121004
HOWRAH,BARGACHIA NURSING HOME,"BARGACHIS, JAGAT BALLABHPUR THANA, OPP BARGACHIA PETROL PUMP",711404
BARODA,BARODA HEART INST.AND HEART CENTER,"# 44, HARIBHAKTI COLONY, OLD PADRA ROAD,",390007
BHARUCH,BARODA HEART INSTITUTE & CRITICAL CARE CENTRE,"71 TO 91, CAPITAL BUSINESS CENTRE,UPPER GROUND FLOOR,WING B,PANCHBATTI,OPP CENTRAL BANK OF INDIA STATION ROAD,",392001
TITAGARH,BARRACKPORE MEDICARE & RECOVERY CENTRE LTD,"NO.6/6,B.T.ROAD,TALPUKUR,24 PARGANASNORTH), TITAGARH",700123
KENDRAPADA,BARSA NURSING HOME,"BY PASS SQUARE, PATTAMUNDAI",754215
SECUNDERABAD,BASANT SAHNEY HOSPITAL PAEDIATRIL,"253/ NEHARU NAGAR ROAD, NO. 11, WEST MARREDPALLY",500026
MYSORE,BASAPPA MEMORIAL HOSPITAL,"22/B, VINOBA ROAD, JAYALAKSHMIPURAM, MYSORE-570012",570012
CHITRADURG,BASAPPA MULTISPECIALITY HOSPITAL,"TURUVANUR ROAD,",577501
BANGALORE,BASAVANAGUDI E.N.T.CARE CENTRE,"44/1, H.B. SAMAJA ROAD, BASAVANAGUDI",560004
BANGALORE,BASAVANGUDI MEDICAL CENTRE,"84/1, R.V. ROAD, BASAVANAGUDI,",560004
GULBARGA,BASAVESHWAR TEACHING & GENERAL HOSPITAL,"SEDAM ROAD, ",585105
LUDHIANA,BASSI NURSING HOME PVT LTD,"B-970,NEA DHUBIGHAT,RAJPURA ROAD",141001
JABALPUR,BATALIA EYE HOSPTIAL,"DR.BATALIA ROAD, NEAR CLOCK TOWER, TEJETALI PETROL PUMP",482001
BARODA,BATRA HOSPITAL,"112-116,CHATURBHAI PARK SANGAM WARASIA RING ROAD",390006
BHOPAL,BATRA HOSPITAL,"#17, ZONE-1, MP NAGAR",462011
AHMEDABAD,BAVISHI EYE HOSPITAL,"1, TAPOVAN SOCIETY, S.M ROAD, NEAR NEHRU NAGAR CROSS ROAD, ",380015
AHMEDABAD,BAVISHI HOSPITAL,"NEXT TO ADANICING AND GAJARAWALA FLATS,PALDI CROSS ROADS,PALDI",380007
LUDHIANA,BAWA HOSPITAL PVT LTD,"NEAR OLD DANDI SWAMI MANDIR, CIVIL LINES",141001
MUMBAI,BAY VIEW CLINIC,"3/3A, M. PARMANAND ROAD,,BOMBAY OPERA HOUSE",400004
JALLANDHAR,BBC HEART CARE PRUTHI HOSPITAL,"301, LAJPAT NAGAR,",144001
KULLU,BEAS HOSPITAL,"THE MALL,DHALPUR,KULLI,HIMACHAL PRADESH,KULLU",175101
BARGARH,BEHERA NURSING HOME,"NATIONAL HIGHWAY # 6, BARGARH, INFRONT OF R.T.O",768028
DELHI,BEHL HOSPITAL,"B-128,naraina vihar,A-block, community centre,",110028
KANYAKUMARI,BEJAN SINGH EYE HOSPITAL,"NO.2/1,313C,M.S.ROAD,VETTOORNIMADAM,",629003
BELGAUM,BELGAUM CANCER HOSPITAL PVT LTD,"CTS 9666A-2/2,ASHOK NAGAR",590010
BELGAUM,BELGAUM CHILDREN'S HOSPITAL PVT LTD,"1ST FLOOR, SAMSUKHA COMPLEX, KHADE BAZAR, NEAR MANGAL DEEP SHOW ROOM ",590001
KOLKATA,BELLE VUE CLINIC,"9, U.N.BRAMACHARI STREET",700017
MUMBAI,BELLE VUE NURSING HOME,"SEJAL' 1ST FLOOR, LINK EXTN ROAD, VERSOVA, ANDHERIW),",400063
KOLKATA,BELLONA NURSING HOME & DIAGNOSTIC CENTRE,"51 A, DIAMOND, HARBOUR ROAD, MOMINPUR CROSSING.",700027
AURANGABAD,"BEMBDE PLASTIC, COSMETIC, BURNS & HAND SURGERY HOSPITAL","24,JAYVISHWABHARTI COLONY,JAWAHAR COLONY ROAD,NEAR CHETAK HORSE STATUE, AURANGABAD-431003",431005
UJJIRE,BENAKA HEALTH CENTRE,MAIN ROAD,574240
AHMEDNAGAR,BENDRE HOSPITAL & MATERNITY HOME,"7375, DESHMUKH WADI, SARJEPURA",414001
HOWRAH,BENUBAN HEALTH CARE & DIAGNOSTIC CENTRE,"BALITIKURI, NEAR JAPANI GATE, ESI HOSPITAL",711113
MUMBAI,BENZER NURSING HOME,"2ND CROSS ROAD,LOKHANDWALA COMPLEX,ANDHERI WEST",400053
AMRITSAR,BERI MATERNITY CENTRE,"GANGA BUILDING, G.T ROAD, PUTLIGHAR",143001
COIMBATORE,BETHEL HOSPITAL P) LTD,"# 223, DR.RAJENDRA PRASAD ROAD.",641012
AHMEDABAD,BETTER HEALTH PVT LTD,NAME CHANGED TO PALLAVI HOSPITAL,380008
MUMBAI,BETTER SIGHT & RESEARCH CENTRE,"SECTOR 7,B/29-004,SHANTIVAGAR,MIRA ROAD EAST,THANE",401107
MADURAI,BGM HOSPITAL,"#249, NEW NATHAM ROAD IYYER BUNGALOW BUS STOP",625014
BANGALORE,BGS GLOBAL HOSPITAL,"#67,UTTARAHALLI ROAD,KENGERI",560060
BHADRAVATHI,BHADRA NURSING HOME,GANDHINAGAR,577301
DELHI,BHAGAT HOSPITAL,"D-2/48-49, JANAKPURI, ",110058
MUMBAI,BHAGAT NURSING HOME,"GANESH NIVAS 2ND FLOOR, PAI NAGAR, BORIVLI WEST",400092
DHENKANAL,BHAGIRATHI HOSPITAL,"HANUMAN BAZAR,KAMAKSHYANAGAR",759018
JAIPUR,BHAGWAN MAHAVEER CANCER HOSPITAL AND RESEARCH CENTRE,JLN MARG ,302017
MYSORE,BHAGWAN MAHAVEER DARSHAN EYE HOSPITAL,"OPP. K.R. MILLS, MYSORE BANGALORE ROAD, SIDDALINGAPURA.",570003
CHENNAI,BHAGWAN MAHAVEER EYE HOSPITAL,"# 142, CHENNAI MS COIL STREET, RUYAPURAM",600013
BANGALORE,BHAGWAN MAHAVEER JAIN HEART CENTRE,"#8,MILLERS ROAD,VASANTHANAGAR",560052
BANGALORE,BHAGWAN MAHAVEER JAIN HOSPITAL,"MILLERS ROAD, VASANTHNAGAR, ",560052
BANGALORE,BHAGWAN MAHAVEER JAIN NETRALAYA,"NO-3, PLATFORM ROAD, VINAYAKA CAR SHOWROOM",560020
DELHI,BHAGWAN MAHAVIR HOSPITAL,"SECTOR-14, EXT., ROHINI, MADHUBAN CHOWK.",110085
SHIMOGA,BHAGWAT MATERNITY AND NURSING HOME,"COURT ROAD, SAGAR NEAR MAIN BUS STAND & COURT",577401
DELHI,BHAGWATHI HOSPITAL,"CS/OCF-6,SECTOR-13,ROHINI,",110085
ULHASNAGAR,BHAGWATI HEALTHCARE PVT LTD,"PLOT # 2, RAMESHWADI, KULGAON BADLAPUR ROAD, BADLAPUR WEST",421503
PUNE,BHAGWATI NETRALAYA,"MANIK CHOWK, CHAKAN,",410501
JAMNAGAR,BHAGWATI UROLOGY HOSPITAL,"AMRISH COMPLEX,4TH FLOOR,GURUDWARA ROAD, INDIRA MARG.",361001
SAGAR,BHAGYODAY TIRTH HOSPITAL,"VIDYA SAGAR MARG ,KHURAI ROAD, ",470002
BARAMATI,BHAGYOJAYA HOSPITAL,INDAPUR ROAD,413102
BARODA,BHAILAL AMIN GENERAL HOSPITAL,BHAILAL AMIN MARG GORWA,390003
PUNE,BHAKTI  HOSPITAL,SANASWADI PUNE NAGAR HIGHWAY,412208
PUNE,BHALERAO ENT HOSPITAL,"GANARAJ COMPLEX,2ND FLOOR,# 3,NEAR MAHASLKANT CHOWK,AKURDI",411035
JODHPUR,BHANDARI HOSPITAL,"AKKHALIA CHORIA , CHOURPATNI ROAD",342008
RAICHUR,BHANDARI HOSPITAL,"GOSHALA, GUNJ ROAD",584102
JAIPUR,BHANDARI HOSPITAL & RESEARCH CENTRE,"138-A, VASUNDHARA COLONY, GOPALPURA BY-PASS ROAD, TONK ROAD",302018
INDORE,BHANDARI HOSPITAL & RESEARCH CENTRE,"GF-21,23, scheme No 54, Vijaynagar",452014
PUNE,BHANDARI MATERNITY & NURSING HOME,"#5,DHANLAXMI SOCIETY,SINHAGAD ROAD",411051
JABALPUR,BHANDARI POLYCLINIC PVT LTD,"GOREPUR NEPAR TOWN, PAYAL TALKIES",482001
BANGALORE,BHANU NURSING HOME,"69/5B, BOMMANAHALLI, HOSUR RD,",560068
JABALPUR,BHARAT HOSPITAL AND RESEARCH CENTRE,"RANITAL CHOWK, PATHARKAR COLONY",482002
BARNALA,BHARAT SURGICAL & MATERNITY CENTRE,"HANDIAYA ROAD, 5 NO STREET.",148101
KOTA,BHARAT VIKAS PARISHAD HOSPITAL RESEARCH CENTRE ,"PRATAPNAGAR, DADABARI.",327008
KOTTAYAM,BHARATH HOSPITAL,AZAD LANE,686001
CHENNAI,BHARATH HOSPITAL,"NO 72 1ST MAIN ROAD, NANDANALLUR",600061
MYSORE,BHARATH HOSPITAL & INSTITUTE OF ONCOLGY,"No.438, Hebbal Indl Area, Krs Road, Outer Ring Road, Vijayanagar,",570017
BANGALORE,BHARATH NURSING HOME,"#1402, SARAKKIGATE, J.P NAGAR, NEAR BANASHANKARI TEMPLE",560078
ERNAKULAM,BHARATH RURAL HOSPITAL & TRAINING CENTER,"KURIAPILLY SOUTH, MOOTHAKUNNAM P O N PARAVUR",683516
KADAPA,BHARATHI HOSPITAL,"1/82, R.S. ROAD, YERRAMVKKAPALLY",516001
VIZAG,BHARATHI HOSPITAL,"14-24-1,MEDICAL COLLEGE MEN'S HOSTEL ROAD, MAHARANIPETA, VISHAKHAPATNAM",530002
CHANNARAYAPATNA,BHARATHI HOSPITAL,"TEJASWI COMPLEX,MYSORE ROAD, CHANNARAYAPATNA.",573116
TUMKUR,BHARATHI HOSPITAL,"K R EXTENSION, BARLANE ROAD",572107
VIRUDHUNAGAR,BHARATHI HOSPITAL,"592/2, SRI RENGA PALAYAM, NEAR LAKSHMI KALYANA MAHAL",626117
BANGALORE,BHARATHI NURSING HOME,"42/77, SOUTH END ROAD, BASAVANAGUDI",560004
CHENNAI,BHARATHI RAJAA HOSPITAL & RESEARCH CENTRE (BR HOSPITAL),"NO 11, MADLEY ROAD,T.NAGAR,",600017
CHENNAI,BHARATHI RAJAA SPECIALITY HOSPITAL,"NO.20,G.N.CHETTY ROAD,T.NAGAR,",600017
MUMBAI,BHARATHIYA AROGYA NIDHI SHETH KANTILAL C. PARIKH GENERAL HOSPITAL,"# 13, JUHU SCHEME VILE PARLEWEST NORTH SOUTH ROAD. # 13, JUHU SCHEME,",400049
NOIDA,BHARDWAJ HOSPITAL,"NH-1, SECTOR-29 ",201301
WARANGAL,BHARDWAJ NURSING HOME,"BESIDE BUS STAND,RTC,THORRUR,",506163
MUMBAI,BHARGAV NURSING HOME,"GOPAL BHAVAN,TAGORE ROAD,NR VIJARA BANK SANTACURZW), ",400054
KANPUR,BHARGAVA HOSPITAL,"15/263, CIVIL LINES,",208001
JHALAWAR,BHARGAVA HOSPITAL & RESEARCH CENTRE,"KOHLI MOHALLA, JHALRAPATAN",326023
BILASPUR,BHARGAVA NURSING HOME,MAGAR PARA ROAD,495001
AHMEDABAD,BHARTI VALLABH HOSPITAL & TRAUMA CENTRE,NEAR SAI BHAG RAILWAY CROSSIN,380005
AURANGABAD,BHARTIYA MATERNITY & NURSING HOME,"3-12-65,RAJA BAZAR JINSI ROAD",431001
AURANGABAD,BHARTIYA MATERNITY & NURSING HOME PVT LTD,"#27,MANJEET NAGAR,OPP AKASHWANI CHOWK JALNA ROAD",431001
BARODA,BHARUCHA HOSPITAL,"ANJANA PARK COMPLEX,SUBHANPURA MAIN ROAD",390023
HYDERABAD,BHASKARA HOSPITAL,"SHAPURNAGAR MAIN ROAD,NEAR SAI BHAVANI HOSPITAL",500055
RANGAREDDY,BHASKARA HOSPITAL,"HNO-C-11-13-154/1/1,ROAD#1,DWARAKANAGAR COLONY,SAROORNAGAR,RANGA REDDY",500035
BELGAUM,BHATE HOSPITAL AND MATERNITY HOME CHIKODI,"1243, BASAV CIRCLE, NEAR POST OFFICE, ",591201
MUMBAI,BHATIA GENERAL HOSPITAL,"TARDEO ROAD, ",400007
DELHI,BHATIA GLOBAL HOSPITAL & ENDOSURGERY INSTITUTE,"307 &308, AMBICA VIHAR, PASCHIM VIHAR, OPP CENTRAL SCHOOL",110087
FARIDABAD,BHATIA ORTHOPAEDIC & MATERNITY NURSING HOME,"NO.390,SECTOR -7B,",121006
JALGAON,BHATIYA HOSPITAL,"'DWARKA'DESHPANDE LANE,MAIN ROAD,CHOPDA",425107
MUMBAI,BHATTI EYE CLINIC ,"# 22, AMAR MANSION, SION TROMBAY ROAD, CHEMBUR",400071
ANEKAL,BHAVANA NURSING HOME,MYSORE BANK ROAD,562106
GODHRA,BHAVSAR SURGICAL & MATERNITY HOSPITAL,"NR. CHURCH, PANJERA POLE, ABOVE BOMBAY COLD DRINKS MEDA, GODHRA",389001
HYDERABAD,BHAVYA HOSPITAL,"FLAT NO. 65 ROAD NO . 5, SAMATHAPURI COLONY",500035
PUNE,BHIDE HOSPITAL,"# 18, LAXMI PARK,NAVI PETH",411030
TADEPALLIGUDAM,BHIMAVARAM HOSPITALS LTD,"J.P. ROAD BHIMAVARAM, WEST GODAVARY,  TADEPALLIGUDEM",534201
KURUKSHETRA,BHOLA HOSPITAL,RAILWAY ROADOPP SEC-17KURUKSHETRA,136118
ALLAHABAD,BHOLA HOSPITAL,"# 12/13, LOWTHER ROAD,DARBHANGA COLONY, ALLAHABAD.",211002
BHOPAL,BHOPAL CHARITABLE HOSPITAL,"NOOR ZAHAL ROAD, CHOWKY IMAM BADA",462001
BHOPAL,BHOPAL EYE HOSPITAL,"# 29, RAJDEV COLONY, BARASIA ROAD",462001
BHOPAL,BHOPAL HEART & GENERAL HOSPITAL,"H3 B SECTOR, SONAGIRI",462021
BHUBANESWAR,BHUBANESWAR MEDICAL RESEARCH INSTITUTE & NURSING HOME,"FLOT NO 1,BTA DISTRICT CENTRE, CHANDRASHEKARPUR",751016
MEERUT,BHUPAL HOSPITAL & RESEARCH CENTRE,"#159, COLLEGE ROAD, ADJACENT TO GANAGA PLAZA.",250002
BANGALORE,BIBI AYESHA MILI HOSPITAL,"# 242, OLD MYSORE-BANGALORE ROAD",570015
HYDERABAD,BIBI GENERAL HOSPITAL & CANCER CENTRE,"16-3-991/1/C GOVT PRINTING PRESS, MARKET",500024
BIKANER,BIKANER NURSING HOME,PAWAMPURI ,334003
HUBLI,BILAGI HOSPITAL & RESEARCH CENTRE,OPP NEHRU STEDIUM MAIN GATE,580020
CHENNAI,BILLROTH HOSPITAL,"#43, LAKSHMI TAKIES RD,SHENOY NAGAR",600030
DELHI,BIMAL DEVI HOSPITAL,17/1 MAIN ROHTAK ROAD NANGLOI ,110041
NANGLOI,BIMAL HOSPITAL PVT LTD,"17/1, NEAR BHUTO WALI GALI, NEAR SULANPURI MORE",110041
PUNE,BINDU NURSING HOME,"SUDARSHAN NAGER,CHINCHWAD",411033
NORTH24PARAGANAS,BINDUBASHINI NURSING HOME,"# 76, MADHUSUDAN, BANERJEE ROAD, BIRATI, NORTH 24 PARAGANAS",700051
SOLAPUR,BIRAJDAR HOSPITAL,"NIRALEWARSTI, SHIVAJI CHOWK",413001
KOLKATA,BIRATI NURSING HOME PVT LTD,"NO.2,GOPAL JEW MANDIR ROAD,BIRATI,24 PARGANAS NORTH),",700051
RAIGAD,BIRMOLE HOSPITAL,"NO.118/1, CUF ROAD, CUF NAGAR, PANVEL,",410206
KOLLAM,BISHOP BENZIGER HOSPITAL,BEACH ROAD,691001
DELHI,BLK MEMORIAL HOSPITAL,"PUSA ROAD, NEAR RAJENDRA PLACE METRO STATION",110005
BARAMATI,BOBADE ACCIDENT HOSPITAL,"BOBADE ACCIDENT HOSPITAL, BARAMATI",413102
RAJAMUNDRY,BOLLINENI HEART CENTRE,DHANAVAIPETA PARK ROAD,533403
EASTGODAVARI,BOLLINENI HOSPITAL,"#77-7-77/1,SEELAM NOOKARAJU COMPLEX,KATARI GARDENS",533103
NELLORE,BOLLINENI RAMANAIAH MEMORIAL HOSPITALS PVT LTD,DARGAMITTA,524003
HALDWANI,BOMBAY HOSPITAL & RESEARCH CENTRE,"NEAR SAURABH HOTEL, AVAS VIKAS ROAD, NEAR COMFORT INN SAURABH HOTEL",263139
JABALPUR,BOMBAY HOSPITAL & SEARCH CENTRE JABALPUR,"GOLE BAZAR,",482002
GUNTUR,BOMMIDALA CANCER INSTITUTE(A UNIT OF GUNTUR CANCER CARE CENTRE LTD),"Pedakakani,Guntur",522509
AHMEDABAD,BOPAL MULTISPECIALITY HOSPITAL,"FIRST FLOOR ABHINANDAN COMPLEX, OPP INDUCTOTHERM FACTORY BOPAL",380058
PUNE,BORA ENT HOSPITAL,"#2/4,NITA PARK AIR PORT ROAD,YERWADA",411006
PUNE,BORA HOSPITAL,"# 589, GANESH PETH, DHOR GALLI,",411002
KOLKATA,BP PODDAR HOSPITAL & MEDICAL RESEARCH LTD,"71/1, BLOCK-G, HUMAYUN KABIR SARANI, NEW ALIPORE",700053
DELHI,BRAHM SHAKTI HOSPITAL & RESARCH CENTRE,"U-1/78, BUDH VIHAR,NEAR KANJHAWALA ROAD",110086
KARWAR,BRAHMA NURSING HOME,"MAIN ROAD,NADANGADDA, KARWAR.",581304
DIBRUGARH,BRAHMAPUTRA DIAGNOSTICS & HOSPITAL LTD,"PALTAN BAZAR ,NEAR INDIAN AIRLINES OFF",786001
JAJJAR,BRAHMSHAKTI SANJIVANI HOSPITAL,Opp Telephone Exchange Dist. Jhajjar Haryana,110053
AHMEDABAD,BRAIN & SPINE HOSPITAL,"BLUE STAR COMPLEX,NEAR UNDER BRIDGE,INCOME TAX,NAVRANGPUR",380014
MUMBAI,BREACH CANDY HOSPITAL AND RESEARCH CENTER,"62,BHULABHAI DESAI ROAD,",400026
NAINITAL,BRIJ LAL HOSPITAL AND RESEARCH CENTRE PVT LTD,ANANDI TOWER NAINITAL ROAD,263139
GHAZIABAD,BRIJ MEDICAL CENTER,"KK 54, KAVI NAGAR, GHAZIABAD (UP)",201002
KANPUR,BRIJ MEDICAL CENTRE PVT LTD,94 E BLOCK PANKI,208020
NAGPUR,BRIJMOHAN TAORI MEMORIAL HOSPITAL,"MO I SILVER PALACE, OPP RIDESHNATH STADIUM",440012
HYDERABAD,BRISTLECONE HOSPITALS PRIVATE LIMITED,"NO.3-4-136 ST NO.6,BARKATPUR,",500027
CHENNAI,BRS HOSPITAL,"#28, CATHEDRAL GARDEN ROAD, NUNGAMBAKKAM",600034
MACHLIPATANAM,BRUNDAVAN NURSING HOME,"# 24/588- RAILWAY STATION ROAD, RAJAVARI CENTRE, MACHHLIPATNAM",521001
GARIA,BRWS HOSPITAL,"279, KENDUA MAIN ROAD, GARIA",700084
MUMBAI,BSES MG HOSPITAL,"SV ROAD, OPPOSITE ANDHERI - WEST RAILWAY STATION ,",400058
HYDERABAD,BSR ENT NURSING HOME,"SD ROAD,KARANCENTRE",500003
BHOSARI,BURUTE HOSPITAL,"NEAR RUPEE CO-OP BANK,OPP PUNE-NASHIK HIGHWAY",411039
PUNE,BURUTE HOSPITAL,"B,2-3,LAXMI CLASSIC POONA ALANDI ROAD, MOHANWADI NEAR VISHRANTWADI,YERWADA",411006
ALUVA,C.A. HOSPITAL,"339,340,341/45, DESOM, KUNNUMPURAM",683103
BHARUCH,C.F.SHETH MEMORIAL HOSPITAL,SHALIMAR COMPLEX STATION ROAD NEAR THAKUR RESTAURANT,392001
ERODE,C.K.HOSPITAL,"# 41, BALASUBBARAYALU STREET",638001
FARIDABAD,C.K.MEMORIAL KAPOOR HOSPITAL,"3B/8A, NIT, NH-3, DAV COLLEGE ROAD, NEAR DAV COLLEGE OF MANAGEMENT",121001
SALEM,C.K.R HOSPITAL,"56,A/1,RAJAJI ROAD,NEAR SRI SARADA BALA MANDIR BOYS MATRIC HR.SEC SCHOOL",636007
VELLORE,C.M.C.VELLORE,"IDA SCUDDER ROAD, VELLORE",632004
NELLORE,C.R.REDDY HOSPITAL,"13/264,HOSPITAL ROAD,GUDUR",524101
CHENNAI,C.S.I RAINY MULTISPECIALITY HOSPITAL,45 GA ROAD,600021
CHIKKABALLAPUR,C.S.I.HOSPITAL,"C.S.I. HOSPITAL ROAD, CHIKKABALLAPUR",562101
UDUPI,C.S.I.LOMBARD MEMORIAL HOSPITAL,MISSION HOSPITAL ROAD,576101
HASSAN,C.S.I.REDFERN MEMORIAL HOSPITAL,"535/1 KESHAVA NILAYA, KR NAGAR",573201
CHENNAI,C.S.M NURSING HOME,"# 18, rukmani street,west mambalam",600033
GUNTUR,C.V.R.HOSPITAL,"BEHIND PALLVI DELUXE, SAMBA SHIVA PETA",522001
KOLKATA,CALCUTTA LIONS NETRA NIKETAN (UNIT OF LIONS CLUB OF CALCUTTA TRUST),"1/2/A/2,UDAY SANKAR SARANI, GOLF GREEN, NEAR GOLF GREEN DOOR DARSHAN KENDRA,SOUTH 24 PARGANAS",700095
HYDERABAD,CALIBRE MEDICAL CENTRE CMC,"1-11-240/2D, SHYAMLAL BUILDINGS BEGUMPET",500016
BANGALORE,CAMBRIDGE HOSPITAL,"18/17, CAMBRIDGE ROAD,ULSOOR,CAMBRIDGE LAY OUT.",560008
KUMTA,CANARA HEALTH CARE LIMITED,"BAGGON ROAD, NORTH KAR",581343
KOLKATA,CAPITOL NURSING HOME PVT LTD,"288/2 AP C ROAD,PS NARKELDANGA",700009
KOLKATA,CARE & CURE NURSINGHOME,"NABAPALLY,BARASAT DT,24PARG NORTH,",700126
NOIDA,CARE EYE HOSPITAL,"E-3A,SECTOR-26, ",201301
HYDERABAD,CARE HOSPITAL,"EXHIBITION ROAD, NAMPALLY",500001
HYDERABAD,CARE HOSPITAL,"NO.6-3-248/1/1A,ROAD NO.01,BANJARA HILLS,",500034
SECUNDERABAD,CARE HOSPITAL,"NEAR CLOCL TOWER,ADJACENT LANE",500001
VIZAG,CARE HOSPITAL,"A.S.RAJA COMPLEX,10-50-11/5,WALTAIR MAIN ROAD,RAMNAGAR",530002
NAGPUR,CARE HOSPITAL,"3, FARMLAND, PANCHSHEEL SQUARE, BESIDE BIG BAZAAR.",440010
BHOPAL,CAREER INSTITUTE OF MEDICAL SCIENCES (CIMS),"CAREER COLLEGE CAMPUS,GOVINDPURA, OPP. DUSSERA MAIDAN, ",462023
AMRITSAR,CAREWELL HEART & SUPER SPECIALITY HOSPITAL,"MODEL TOWN, G-T. ROAD,NEAR RAIWAY STATION,AMRITSAR",143001
JAIPUR,CAREWELL HOSPITAL,"471, NEAR MANDPURI PARK, ADARSH NAGAR",302004
KASARAGOD,CAREWELL HOSPITAL & RESEARCH CENTRE,"NULLIPADY, ",671121
ERNAKULAM,CARMEL HOSPITAL ASOKAPURAM,"ASOKAPURAM ALUVA,COCHIN",683101
MYSORE,CAUVERY HOSPITAL,"# 756, NEW KANTHARAJE URS ROAD, SARASWATHIPURAM",570009
MYSORE,CAUVERY HOSPITAL,"TERISSIAN COLLEGE ROAD, BANNUR ROAD, SHIDHARTH NAGAR",570011
BANGALORE,CAUVERY MEDICAL CENTER LTD,"43/2, BELLARY ROAD, SHAKARA NAGAR, NEAR KODIGEHALLI GATE",560092
BANGALORE,CAUVERY ORTHOPAEDIC CENTRE,"#408,20TH MAIN,W.O.C.ROAD,1ST BLOCK,RAJAJINAGAR",560010
CHENNAI,CAUVERY TRUST HOSPITAL,"NO.36,PONNANKINARU STREET,VILLIVAKKAM,",600049
TRICHUR,CCMK HOSPITAL,"C C M K VILLAGE, VELLIKULAM ROAD, CHALAKUDY",680307
BANGALORE,CDR.MEDICAL CENTRE,"# 531, 11 TH MAIN , 4TH BLK, JAYANAGAR",560011
NAGPUR,CENTRAL AVENUE CRITICAL CARE HOSPITAL & ICCU,"MAHALAXMI COMPLEX, DARODKAR SQUARE, CENTRAL AVENUE, ",440008
DELHI,CENTRAL HOSPITAL,"A-142/1, GANESH NAGAR P.O,TILAK NAGAR,",110018
ALIGARH,CENTRAL HOSPITAL,"MASOODABAD CROSSING, G.T. ROAD, ALIGARH",202001
HISSAR,CENTRAL MEDICAL CENTRE CMC,DELHI RAOD,125001
BARODA,CENTRE FOR KNEE SURGERY,"101/3,AKASHGANGA COMPLEX,RACE COUSE CIRCLE",390007
ALLEPPEY,CENTURY HOSPITAL,"MULAKUZHA P.O, CTSH LTD,",689505
DELHI,CHADDHA CHILDREN HOSPITAL & NURSING HOME,"NO.121,GURU HARKISHAN NAGAR,PASCHIM VIHAR,",110008
BHATINDA,CHAHAL HOSPITAL,"BIBIWALA ROAD,BATHINDA",151001
COCHIN,CHAITANYA ENT HOSPITAL,"38/685A, SAHODARAN AYYAPPAN ROAD.",682016
VIJAYAWADA,CHAITANYA EYE HOSPITAL,"TIKKIL ROAD, MANGHAIRAJ PURAM,VIJAYAWADA",520010
COCHIN,CHAITANYA EYE HOSPITAL & RESEARCH INSTT,ERNAKULAM,682011
BANGALORE,Chaitanya Hospital,"NO.80,3RD CROSS,P & T COLONY,R.T.NAGAR,",560032
PUNE,CHAITANYA HOSPITAL,"NEAR CHINCHWADGAON POLICE CHOWKY,CHAPEKAR CHOWK,CHINCHWADE,",411033
PUNE,CHAITANYA HOSPITAL,"BHAJIRATHI NAGAR, WAJEMALADE",411029
BANGALORE,CHAITANYA MEDICAL CENTRE,"K.H.B.. SATELITE TOWER, YELAHANKA",560064
THANE,CHAITANYA NURSING HOME,"POONA LINK ROAD, KALYAN EAST, THANE",421306
TRIVANDRUM,CHAITHANYA EYE HOSPITAL,KESAVADASAPURAM,695004
COCHIN,CHAITHANYA EYE HOSPITAL & RESEARCH INSTT. ERNAKULAM,RAVIPURAM ERNAKULAM ,682016
TUMKUR,CHAITHANYA HOSPITAL,"HORTICULTURE GARDEN ROAD,SOMESHWARA PURAM,NEAR N.E.P.S IN B.H.ROAD,",572102
HYDERABAD,CHAITHANYA MULTISPECIALITY HOSPITAL,"PRASHANTHNAGAR,VANASTHALIPURAM,NEAR PANAMA GODOWNS",500070
MYSORE,CHAITRA HOSPITAL,"Y.R. PUTTANNAIAH ROAD, BASAWESHWARA BLOCK, K.R. NAGAR",571602
AHMEDNAGAR,CHAKRABARTHY MEDICAL CENTRE,"AURANGABAB ROAD, KOTTALA STAND, OPP GURUDWARA",414001
PANCHKULA,CHAKRAVARTY NURSING HOME,# 207 SECTOR-10PANCHKULA,134113
GUNTUR,CHALASANI HOSPITAL,"12-12-94/A, OLD CLUB ROAD, KOTHAPETA",700091
HYDERABAD,CHALLA EYE CARE CENTRE,"131/137, RAHMATH COMPLEX,AMEERPET,CROSS ROADS.",500016
NAGPUR,CHANDAK NURSING HOME,"SUPER MARKET , MAIN ROAD SITABUILDING, NEAR APNA BHANDAR , SUPER MARKET,",440012
